id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43310433,Oceanfront Tiny Home - Jordan River,63557802,Liv,Juan de Fuca,Juan de Fuca,48.42256,-124.06686,Entire home/apt,205,2,84,2020-05-18,5.06,4,194,48,
43320816,Victoria Urban Village,39834464,Vera,Victoria,Downtown,48.42933,-123.36938,Entire home/apt,146,7,0,,,3,240,0,
43341840,NEW!  Trendy Loft Downtown w/ Parking,9153672,Co-Hosts,Victoria,North Park,48.4286,-123.35908,Entire home/apt,225,1,38,2021-08-16,2.65,37,114,25,
43348969,Private Brentwood Bay garden suite near marina.,249946036,Randy,Central Saanich,Central Saanich,48.57404,-123.46155,Entire home/apt,150,5,6,2020-08-09,0.45,1,247,3,
43390012,Spacious Suite in Modernized Garden Character Home,71032112,Patrick,Esquimalt,Esquimalt,48.43069,-123.41915,Entire home/apt,103,2,33,2021-09-23,2.03,5,0,18,
43390669,Spacious Beautiful Two Bedroom Hikers Haven,159356185,Roni,Saanich,Saanich,48.49095,-123.32205,Entire home/apt,119,1,55,2021-09-08,3.37,1,127,29,
43413302,"Historic downtown BnB close to ferries, airport",4272707,Meredith,Sidney,Sidney,48.6451,-123.40082,Entire home/apt,339,3,1,2021-07-09,0.36,4,306,1,
43414996,The Adventurer's Retreat,8557066,Carrie,Southern Gulf Islands,Southern Gulf Islands,48.77707,-123.25546,Entire home/apt,145,2,51,2021-08-16,3.16,1,0,37,
43435474,"Central, Unique Gulf Island Cottage",25891060,Shane,Southern Gulf Islands,Southern Gulf Islands,48.79495,-123.19045,Entire home/apt,200,3,12,2021-09-14,0.80,1,152,6,
43443337,The Lodge at Waters Edge - Jordan River,63557802,Liv,Juan de Fuca,Juan de Fuca,48.42453,-124.06914,Entire home/apt,286,2,74,2021-08-29,4.72,4,289,50,
43450374,China Town Condo W/Parking at The Union - Sleeps 4,297918018,Benz,Victoria,Downtown,48.42952,-123.36889,Entire home/apt,185,2,36,2021-09-26,2.20,1,355,23,
43479379,Comfy and spacious 1 Bdrm Victoria suite,168431183,Theresa,View Royal,View Royal,48.46149,-123.4335,Entire home/apt,100,1,33,2021-05-02,5.47,1,283,23,
43480955,Forest View Suite,272092141,Tertia,Colwood,Colwood,48.40994,-123.51013,Entire home/apt,87,3,31,2021-03-28,2.90,2,309,19,
43496051,Nature lovers Paradise! Entire suite - 1 Bdrm,249594825,Rachel,Langford,Langford,48.45277,-123.47252,Entire home/apt,81,30,6,2021-07-31,0.46,1,149,5,
43501105,"Shorncliffe Studio, stunningly modern yet cozy",81561193,Koy & Josh,Saanich,Saanich,48.466,-123.34008,Entire home/apt,232,2,32,2021-08-01,2.12,1,228,26,
43516924,OCEAN FRONT 2 BEDROOM SUITE WITH STUNNING VIEWS,347152128,Ruzhdi,Juan de Fuca,Juan de Fuca,48.57594,-123.48401,Entire home/apt,283,2,43,2021-08-17,2.83,2,144,20,
43517489,Cedar Creek Cottage,32614142,Elite Vacation Homes,Saanich,Saanich,48.50725,-123.41554,Entire home/apt,291,2,4,2021-08-14,0.26,42,341,3,
43535851,"""Above It All"" Guest Suite Shawnigan Lake",34868394,Catherine,Juan de Fuca,Juan de Fuca,48.52459,-123.56617,Entire home/apt,219,2,31,2021-07-13,1.93,2,147,16,
43557869,3 bedroom home in beautiful Victoria,297265233,Alexander,Victoria,Gonzales,48.41784,-123.32976,Entire home/apt,116,30,0,,,3,152,0,
43559424,Lakeside suite at Maple Ridge Cottages,184519225,Ashley,Salt Spring Island,Salt Spring Island,48.88342,-123.54544,Entire home/apt,225,3,25,2020-06-30,1.56,5,119,13,
43603374,Luxury condo next to the Empress! Beautiful,9176808,Victoria Executive Rentals,Victoria,Downtown,48.42337,-123.36472,Entire home/apt,267,30,0,,,18,177,0,
43604960,Beautiful Sooke Home with Ocean Mountain Views,79924844,Elissa,Sooke,Sooke,48.36715,-123.73142,Entire home/apt,240,3,5,2021-09-05,1.97,1,54,5,
43614887,Perfect get away... Close to Hatley Castle,79104331,Andre,Colwood,Colwood,48.43813,-123.48583,Entire home/apt,79,2,12,2021-01-01,0.85,1,206,10,
43615235,Distinct Heritage loft in the heart of Olde Town Victoria!,9153672,Co-Hosts,Victoria,Downtown,48.42754,-123.36798,Entire home/apt,165,1,51,2021-08-14,3.23,37,150,31,
43623531,"beautiful oasis near trails, beaches and parks",39321590,Varun,Saanich,Saanich,48.48681,-123.32694,Private room,69,3,1,2020-06-09,0.06,1,0,0,
43639067,#0002 Quadra Suite,3827344,Jose,Saanich,Saanich,48.46429,-123.36052,Entire home/apt,120,30,2,2021-09-26,0.44,22,289,2,
43639068,#0001 Quadra,3827344,Jose,Saanich,Saanich,48.46594,-123.35979,Entire home/apt,350,30,0,,,22,335,0,
43652821,✦Boho-Chic Loft: roof BBQ + ❤ of City + fireplace!,16319802,Robyn,Victoria,Downtown,48.426,-123.36949,Entire home/apt,195,1,195,2021-05-31,12.21,6,138,147,
43664545,Seaview Retreat,64566549,Gillian,Salt Spring Island,Salt Spring Island,48.85191,-123.5596,Entire home/apt,180,2,45,2021-09-08,2.98,1,81,29,
43676982,"Stylish, South Facing 2 Bedroom Condo ✔parking",38299135,Grace,Victoria,Harris Green,48.42747,-123.36042,Entire home/apt,231,2,33,2021-05-01,2.59,6,174,29,
43681533,The Garden Loft,152181804,Jessica,Sooke,Sooke,48.36484,-123.73818,Entire home/apt,94,2,84,2021-09-13,31.90,1,140,84,
43686087,The Owls Nest / Jr Owls Nest,336067646,Lenny,Juan de Fuca,Juan de Fuca,48.38049,-123.86048,Entire home/apt,343,2,15,2021-09-19,1.04,4,333,11,
43702610,"Oceanfront , dock, beach access, paddle boards",131147732,Michelle,Sooke,Sooke,48.39072,-123.666,Entire home/apt,228,1,98,2021-09-14,6.48,1,170,81,
43711303,"New oceanfront at French Beach, 4 bed/4bath",96988219,Robert,Juan de Fuca,Juan de Fuca,48.39579,-123.95864,Entire home/apt,929,3,2,2021-08-03,0.14,4,323,1,
43742441,"Brand new basement suite, centrally located.",348359160,Natalia,Victoria,North Jubilee,48.43131,-123.33142,Entire home/apt,63,2,22,2021-07-22,1.42,1,0,10,
43772863,Get-A-Way Retreat  Self-contained  Hike/Bike.,279397786,Shirley,North Saanich,North Saanich,48.68949,-123.41617,Entire home/apt,145,2,15,2020-11-13,1.05,1,347,12,
43790972,"Cozy Sanctuary, Centrally Located Studio Suite",51333009,Leigh Anne,Salt Spring Island,Salt Spring Island,48.83808,-123.49697,Entire home/apt,130,3,18,2021-09-26,1.39,1,234,15,
43791919,Jewel in the heart of Victoria *Modern 1 bed condo,20742606,Val,Victoria,Downtown,48.42877,-123.36867,Entire home/apt,162,3,25,2021-06-22,15.63,2,107,20,
43807340,West Coast Yurt,343831011,Tom,Juan de Fuca,Juan de Fuca,48.36405,-123.81337,Entire home/apt,132,1,39,2021-09-13,6.46,1,347,39,
43812729,Beautiful Condo for your leisure or business stay,54794681,Sasha,Victoria,Harris Green,48.42642,-123.35766,Entire home/apt,98,30,9,2020-09-23,0.58,1,332,1,
43820328,Oceanfront views 3 Bed 3 BA condo,48510564,Lisa,Sooke,Sooke,48.3676,-123.73312,Entire home/apt,350,3,18,2020-08-24,1.27,1,95,11,
43830132,Suburbia & Nature,38292066,Shelley,Langford,Langford,48.4434,-123.53768,Entire home/apt,82,1,33,2021-04-04,2.17,1,142,21,
43834590,Modern Bear Mountain Getaway,61851001,Taryn,Highlands,Highlands,48.47658,-123.52081,Entire home/apt,500,2,6,2021-09-20,0.51,1,15,6,
43835981,Spacious 3 Bedroom West Coast Escape,52353483,Michelle,Juan de Fuca,Juan de Fuca,48.55845,-124.40119,Entire home/apt,224,2,19,2021-09-19,1.28,3,205,12,
43863102,The House on Henry - Room #2,21385331,Teresa,Victoria,Victoria West,48.43159,-123.38543,Private room,79,1,74,2021-07-24,5.02,1,249,46,
43879826,Beautiful one bed great location downtown on ocean,9176808,Victoria Executive Rentals,Victoria,Downtown,48.42831,-123.37008,Entire home/apt,199,30,1,2021-04-14,0.18,18,347,1,
43900083,Best Beach Soaker Tub Studio - Suite #1,202822023,Jai,Salt Spring Island,Salt Spring Island,48.80857,-123.43,Entire home/apt,125,2,75,2021-06-21,5.04,2,282,50,
43916034,The Common Room⚡️,215385246,Steve & Thao,Victoria,Downtown,48.42606,-123.36845,Entire home/apt,163,1,231,2021-04-07,90.00,11,79,199,
43927754,Juan de Fuca Chalet with Sauna - 3bd/2ba,351706250,Jordan,Juan de Fuca,Juan de Fuca,48.43561,-124.06881,Entire home/apt,250,2,51,2021-09-26,3.34,1,299,31,
43929661,Hanna's Hideaway on Pender Island,351724788,Connie,Southern Gulf Islands,Southern Gulf Islands,48.76546,-123.25245,Entire home/apt,220,2,32,2021-09-25,2.40,1,165,28,
43940048,Clean & simple 3bd home in beautiful seaside town.,54866415,Michele,Sidney,Sidney,48.66576,-123.40701,Entire home/apt,328,7,3,2021-08-31,1.64,1,107,3,
43946274,Beach House,91333416,Jan,Victoria,Downtown,48.42901,-123.36992,Entire home/apt,175,3,0,,,9,332,0,
43961351,The Salmon Lodge,235920252,Dan,Juan de Fuca,Juan de Fuca,48.55805,-124.40031,Entire home/apt,276,2,42,2021-09-24,2.88,2,350,30,
43988236,Ocean Front Cottage with Air Condition,285261872,Joanne Marie,Sooke,Sooke,48.36032,-123.7358,Entire home/apt,223,3,16,2021-09-22,1.10,1,21,8,
43999389,Downtown Studio w cozy fire and private patio,45680661,Angela,Victoria,Downtown,48.42867,-123.37011,Entire home/apt,138,1,56,2021-08-21,3.81,16,26,40,
44019744,Modern Luxury on Beacon Hill Park,40529437,Victoria Prime Services,Victoria,Fairfield,48.41239,-123.36084,Entire home/apt,204,1,0,,,40,197,0,
44032630,"Hill top privacy, with a View",217822947,Ken,Southern Gulf Islands,Southern Gulf Islands,48.77153,-123.27934,Private room,150,2,8,2021-09-22,0.55,1,353,3,
44033751,NEW!  Sensational Sooke! Ocean & Mtn. View Luxury,346704926,Sharon,Sooke,Sooke,48.37488,-123.75562,Entire home/apt,150,4,34,2021-09-26,24.88,1,282,22,
44036502,West Coast Cabin,52353483,Michelle,Juan de Fuca,Juan de Fuca,48.55853,-124.40023,Entire home/apt,202,2,16,2021-09-15,1.14,3,208,12,
44036843,Enjoy the West Coast to Storm Watch or Surf,52353483,Michelle,Juan de Fuca,Juan de Fuca,48.55789,-124.40076,Entire home/apt,202,2,14,2021-08-23,1.04,3,207,10,
44037685,| Bambu Guest Suite | Close to Beaches and Town |,44972628,Diane,Salt Spring Island,Salt Spring Island,48.82748,-123.46077,Entire home/apt,125,2,14,2020-12-21,1.00,1,12,3,
44045214,"Heart of Downtown One+Den  Gym, Swimming, Parking",195428450,Michelle,Victoria,Downtown,48.42351,-123.36569,Entire home/apt,226,2,34,2021-08-31,2.33,6,242,20,
44046671,#106 Gordon Head 2 bedroom garden suite,331796551,Don,Saanich,Saanich,48.47221,-123.31408,Private room,180,4,2,2021-09-07,0.58,15,275,2,
44051909,Cozy and comfortable two bedroom near Oak Bay,24867717,Alex,Victoria,Gonzales,48.42255,-123.32643,Private room,150,1,20,2021-08-09,1.41,2,0,11,
44060597,Clean and independent cottage studio near Uvic,143629918,Soojin,Saanich,Saanich,48.46339,-123.32132,Entire home/apt,62,1,3,2021-08-04,0.21,2,0,1,
44063207,Beach Front Garden Suite 15 Minutes To Downtown,85881488,Hfp Marketing,Colwood,Colwood,48.41774,-123.47292,Entire home/apt,166,3,40,2021-09-07,4.10,7,283,28,
44106326,The Seaview Cottage B & B -The Hen and Hound Farm,30366454,Jason & Rochelle,Salt Spring Island,Salt Spring Island,48.89304,-123.50509,Entire home/apt,350,2,50,2021-01-11,3.43,2,331,36,
44107039,not available,354187737,Connar,Victoria,Harris Green,48.42622,-123.3591,Entire home/apt,300,60,0,,,1,90,0,
44116499,3-bedroom house - kid-friendly with backyard!,2335387,Jill,View Royal,View Royal,48.46619,-123.43967,Entire home/apt,350,5,0,,,1,0,0,
44120580,Spectacular 3 Bedroom Country Estate With Amazing Views and Hot Tub,97464625,Emr,Central Saanich,Central Saanich,48.60504,-123.43705,Entire home/apt,220,2,3,2021-09-26,1.58,15,63,3,
44137616,Modern Townhome in Beautiful Gonzales,100035420,Chris,Victoria,Gonzales,48.41627,-123.32817,Entire home/apt,280,30,0,,,1,0,0,
44140103,Cute ‘n’ Cozy,43314463,Rob&Jen,Victoria,Oaklands,48.44408,-123.34537,Entire home/apt,202,30,25,2021-08-06,1.74,30,354,12,
44149218,Large One Bedroom Basement Suite close to Downtown,98857471,Vishal,Saanich,Saanich,48.45049,-123.3923,Entire home/apt,102,2,41,2021-09-06,2.84,1,163,27,
44152177,Ocean View Couples Vacation,354020916,Jianxing,Colwood,Colwood,48.41603,-123.47677,Private room,109,1,3,2021-09-16,0.38,3,1,3,
44152543,Sea Birds Cottage - The Bird Room - Shared bath,8187727,Gail,Victoria,Fairfield,48.41064,-123.34469,Private room,152,2,1,2021-07-27,0.45,5,104,1,
44154268,2 Bedroom suite. Free wifi. 2 Car Parking,329067689,Satwant,Langford,Langford,48.47083,-123.5103,Entire home/apt,126,2,22,2021-09-13,1.51,1,303,14,
44170363,Private Forest Getaway by the Sea,15216344,Aandarra,Juan de Fuca,Juan de Fuca,48.33876,-123.63171,Entire home/apt,175,2,6,2020-11-09,0.42,1,0,1,
44183087,The suite on Ronald,355840348,Dennis And Laura,Langford,Langford,48.43221,-123.53345,Entire home/apt,73,3,28,2021-05-21,2.09,1,330,21,
44210943,Water's Edge Studio,1235462,Ashley,Saanich,Saanich,48.45091,-123.4144,Entire home/apt,100,2,41,2021-05-17,2.80,1,40,32,
44218047,Ponds Landing - 1 bed condo on Bear Mountain,32614142,Elite Vacation Homes,Langford,Langford,48.47587,-123.53235,Entire home/apt,106,30,0,,,42,333,0,
44218126,Otter Grotto 1 bed suite- Oceanfront Relaxation,32614142,Elite Vacation Homes,Saanich,Saanich,48.45557,-123.26456,Entire home/apt,114,30,1,2021-03-01,0.14,42,129,1,
44233771,Victoria Harbour View Condo,39834464,Vera,Victoria,Downtown,48.42853,-123.36915,Entire home/apt,126,10,1,2020-08-31,0.08,3,240,0,
44233774,Harbour Suite Studio,39834464,Vera,Victoria,Downtown,48.42807,-123.37035,Entire home/apt,113,7,16,2021-09-25,1.33,3,240,16,
44235389,Elk & beaver lake,39829350,Isaac,Saanich,Saanich,48.5135,-123.38146,Entire home/apt,100,5,0,,,1,87,0,
44269399,"Designer/Luxury, Downtown Modern/Industrial Loft",20267915,Parm,Victoria,Downtown,48.43003,-123.36321,Entire home/apt,150,29,2,2021-07-27,0.15,1,271,1,
44306791,"Hip Speakeasy Loft with Netflix, Prime, Nespresso",24049790,Natalie,Victoria,Downtown,48.42684,-123.36823,Entire home/apt,156,1,71,2021-08-19,71,1,15,71,
44354122,Upper Garden Suite,21468224,Logan,Victoria,Fairfield,48.41289,-123.34679,Entire home/apt,144,28,7,2021-01-31,1.16,4,147,7,
44363655,Family friendly three bed+den,43314463,Rob&Jen,Victoria,Oaklands,48.44268,-123.3455,Entire home/apt,279,30,28,2021-01-18,1.97,30,0,24,
44382421,Relaxed getaway in cozy condo (Downtown),54655530,Jayden,Victoria,Downtown,48.42723,-123.36765,Entire home/apt,135,2,50,2021-09-25,3.64,3,113,47,
44395848,Sea Birds Cottage - Beach & Bird Room Private Bath,8187727,Gail,Victoria,Fairfield,48.41189,-123.34443,Private room,202,2,4,2021-09-06,0.30,5,105,2,
44397954,Two bedroom suite by University of Victoria,36531091,Almira,Saanich,Saanich,48.47208,-123.30707,Entire home/apt,116,3,15,2021-09-28,1.08,1,0,11,
44419084,Spacious Master Suite with private bathroom,36709530,Trish And John,Colwood,Colwood,48.4234,-123.4996,Private room,60,60,0,,,1,273,0,
44430964,Tranquil Heart Retreat 2,79070125,Lori,Juan de Fuca,Juan de Fuca,48.37928,-123.7882,Entire home/apt,129,3,32,2021-09-20,2.26,2,259,22,
44434463,Relaxing downtown location- a great place to stay,356382997,认证手机用户8528,Victoria,Downtown,48.42743,-123.3624,Entire home/apt,115,30,21,2020-09-02,1.47,1,272,3,
44450752,Nestled between the Lakes with a Backyard Garden,347507789,Kristopher,Langford,Langford,48.44294,-123.53164,Entire home/apt,500,3,16,2020-12-19,1.15,1,0,9,
44458162,Glamping in a trailer....ideal for self isolation,118101352,Pamela,Langford,Langford,48.45604,-123.50658,Private room,71,1,5,2021-02-01,0.41,5,272,5,
44465277,Nel’s Air n’B feat. Golden Tee,43314463,Rob&Jen,Victoria,Downtown,48.43115,-123.36589,Entire home/apt,149,1,41,2021-09-12,3.48,30,351,29,
44465495,"Malahat Mountain Retreat, gorgeous view getaway-AC",53965642,Deb,Juan de Fuca,Juan de Fuca,48.52412,-123.56624,Private room,118,1,48,2021-09-06,3.40,1,232,32,
44472769,Mid Century Getaway in Royal Oak,10172824,Jason,Saanich,Saanich,48.48983,-123.39245,Entire home/apt,76,1,64,2020-10-17,4.63,1,0,48,
44521671,Sea Breeze Suite at Royal Bay,360085611,Janette,Colwood,Colwood,48.40986,-123.48628,Entire home/apt,105,1,41,2021-09-12,2.93,1,129,32,
44533356,Walking distance to Beautiful Downtown Victoria!,238442314,Debbie,Victoria,North Park,48.43507,-123.3541,Entire home/apt,85,2,43,2021-09-28,43,1,50,35,
44541282,Willow Suite - Lakeside Retreat,32614142,Elite Vacation Homes,Langford,Langford,48.45793,-123.51335,Entire home/apt,167,2,27,2021-04-24,2.03,42,283,23,
44551174,Cupid's Pearl Tranquil Retreat by the Sea.,98990399,Duncan,Colwood,Colwood,48.41534,-123.47703,Entire home/apt,159,2,24,2021-09-11,1.71,1,344,17,
44557916,The Jordan River Family House - Ocean View,199946085,Jenny And Curtis,Juan de Fuca,Juan de Fuca,48.43892,-124.06482,Entire home/apt,400,3,9,2020-09-27,0.65,2,0,0,
44558132,Oceanus,359870450,Saeed,Juan de Fuca,Juan de Fuca,48.51526,-123.55328,Entire home/apt,171,1,41,2020-10-08,3.08,1,174,31,
44561711,Elliston Character Flat,142186104,Bianka,Saanich,Saanich,48.45756,-123.36287,Entire home/apt,85,4,22,2021-09-19,1.61,1,115,15,
44579518,Converted Bus on the Sooke Basin!,367105354,Dan,Sooke,Sooke,48.38975,-123.6787,Entire home/apt,170,2,172,2021-09-26,14.10,1,267,155,
44580243,Steps to the Beach,32307172,Candace,Salt Spring Island,Salt Spring Island,48.91173,-123.52453,Private room,116,1,88,2021-09-17,50.77,1,0,70,
44589991,Cozy Victoria suite. (Min 60 days),85169662,Jay,View Royal,View Royal,48.45921,-123.43294,Entire home/apt,213,29,2,2021-09-18,2,1,14,2,
44593196,Luxe Downtown Condo With  Stunning Views !!,85881488,Hfp Marketing,Victoria,Downtown,48.42335,-123.36515,Entire home/apt,179,1,48,2021-08-07,3.50,7,279,41,
44631499,The Latch Inn - Governor's Suite,26997410,Michael & David,Sidney,Sidney,48.66841,-123.40431,Private room,341,1,0,,,7,287,0,
44631587,The Latch Inn - Maclure Suite,26997410,Michael & David,Sidney,Sidney,48.66813,-123.4024,Private room,324,1,0,,,7,278,0,
44631659,The Latch Inn - W.C. Nichols Suite,26997410,Michael & David,Sidney,Sidney,48.66751,-123.40279,Private room,286,1,0,,,7,291,0,
44631692,The Latch Inn - Lady Byng Suite,26997410,Michael & David,Sidney,Sidney,48.66816,-123.4023,Private room,264,1,0,,,7,282,0,
44631953,The Latch Inn - Miraloma Suite,26997410,Michael & David,Sidney,Sidney,48.66741,-123.40239,Private room,404,1,1,2021-04-10,0.17,7,297,1,
44647399,"Two Bedroom, Two level, Huge Terrace - Escape winter Here!",48053432,Ana,Victoria,James Bay,48.42028,-123.38092,Entire home/apt,159,3,11,2021-05-20,0.95,1,0,11,
44685574,The Ananda Trailer on Salt Spring Island,16673272,Sina,Salt Spring Island,Salt Spring Island,48.91426,-123.55268,Entire home/apt,55,1,32,2021-04-05,2.34,1,0,19,
44698519,Enjoy Nature in your own private retreat,298830017,Leuntje,Sooke,Sooke,48.4135,-123.71154,Private room,105,1,45,2021-09-16,3.45,2,269,39,
44699990,CLOSED DONT BOOK,361980047,Jordan,Saanich,Saanich,48.47161,-123.32005,Private room,75,1,1,2020-08-16,0.07,1,0,0,
44747516,Sunny Southend Cottage,196872395,Kevin,Salt Spring Island,Salt Spring Island,48.75817,-123.41905,Entire home/apt,85,30,11,2021-04-30,0.82,1,1,10,
44749569,High Tide Hideaway - Private treed setting,31488658,Handsome Dan Enterprises Inc.,Juan de Fuca,Juan de Fuca,48.55296,-124.41789,Entire home/apt,143,1,17,2021-08-18,1.38,16,289,16,
44793872,Relaxing Retreat on Beautiful Salt Spring Island,17350040,Michele,Salt Spring Island,Salt Spring Island,48.88278,-123.52928,Entire home/apt,170,3,8,2021-09-20,4.07,1,113,8,
44794880,Modern Waterfront Suite in the BEST Location!,20337196,Salinas,Victoria,Downtown,48.42833,-123.37068,Entire home/apt,113,1,63,2021-09-24,4.67,1,340,54,
44795753,Private Garden Suite,259228220,David,Langford,Langford,48.43124,-123.51765,Entire home/apt,100,2,22,2021-09-01,2.47,1,149,20,
44860595,James Bay Oceanside 1 Bedroom Suite #4,2001974,Martin,Victoria,James Bay,48.41302,-123.37726,Entire home/apt,97,28,2,2021-08-15,0.17,17,182,2,
44895748,Clean & cozy independent cottage studio near Uvic,100603479,Kyle,Saanich,Saanich,48.46281,-123.32168,Entire home/apt,50,1,4,2021-04-12,0.29,9,0,2,
44999956,"Cozy, private garden suite in Victoria",38956425,Trish,Saanich,Saanich,48.48467,-123.32607,Entire home/apt,103,3,17,2021-09-08,1.59,1,87,17,
45065820,Forget-Me-Not.. Inviting  Home away from Home,8978638,Kimberley,Victoria,James Bay,48.41461,-123.37775,Entire home/apt,258,7,9,2021-08-13,0.69,2,228,8,
45066861,Beautiful Suite near the Beach,167665,Brandon,Saanich,Saanich,48.52485,-123.37229,Entire home/apt,101,2,29,2021-09-27,2.20,1,237,26,
45068449,Pender Island - Full Cottage,7509895,Ross,Southern Gulf Islands,Southern Gulf Islands,48.80036,-123.31108,Entire home/apt,200,1,1,2021-09-12,1,1,18,1,
45070174,Carpenter Suite,363724290,Jessica,Sooke,Sooke,48.37204,-123.78425,Entire home/apt,92,1,41,2021-07-29,3.26,1,217,40,
45077149,Loft Style Suite in Garden Character Home,71032112,Patrick,Esquimalt,Esquimalt,48.43186,-123.41729,Entire home/apt,85,2,20,2021-08-31,11.32,5,0,19,
45088641,Clean Master bdr with ensuite bathroom near Uvic,200060952,Hye Joo,Saanich,Saanich,48.46486,-123.32229,Private room,80,4,11,2021-09-12,0.83,3,0,10,
45091249,Clean Master Bdr with ensuite bathroom near Uvic,191615272,Hyewon,Saanich,Saanich,48.46342,-123.32103,Private room,51,1,7,2021-09-05,0.61,1,0,7,
45116114,#107 Tulip Ave Cozy 1 bedroom garden suite.,331796551,Don,Saanich,Saanich,48.4666,-123.40606,Entire home/apt,154,4,1,2020-09-30,0.08,15,364,1,
45130561,Victoria Island - 2 Bedroom Suite - WorldMark,310205812,Kaela,Victoria,James Bay,48.42193,-123.38202,Private room,375,2,1,2020-09-07,0.08,3,113,0,
45138125,Oceanfront cottage w/ 2 bedrooms on Galiano,21976533,Maggie & Noah,Southern Gulf Islands,Southern Gulf Islands,48.90101,-123.343,Entire home/apt,385,30,2,2020-12-06,0.18,1,24,2,
45177432,Mimosa Bed & Breakfast Suite -Mtn & Meadow View,188420922,Doug,Salt Spring Island,Salt Spring Island,48.87836,-123.56107,Entire home/apt,152,2,55,2021-09-26,4.51,1,223,55,
45180406,1 bdr w. parking & laundry downtown Victoria,23299370,Laura,Victoria,Downtown,48.42916,-123.36378,Entire home/apt,122,30,0,,,5,203,0,
45186790,Deep Cove Guest House with Private Yard- Victoria,87371076,Thaddeus,North Saanich,North Saanich,48.66684,-123.46481,Entire home/apt,157,2,22,2021-09-26,3.24,1,248,22,
45224575,Bright & spacious 2 bedroom suite in Cordova Bay,56253348,Vijay,Saanich,Saanich,48.5491,-123.38953,Entire home/apt,222,1,18,2021-09-26,7.20,1,359,16,
45238817,Top Floor Garden View Suite,1359712,Mackenzie,Saanich,Saanich,48.46042,-123.36067,Entire home/apt,190,3,3,2021-09-18,0.23,1,333,2,
45254853,Sugar Bear Cove--10 acres of beachfront property,365627724,Sasha,Juan de Fuca,Juan de Fuca,48.37784,-123.9201,Entire home/apt,475,3,23,2021-09-09,2.11,1,278,23,
45254908,Sooke Retreat,266182052,Estelle,Sooke,Sooke,48.38968,-123.72306,Entire home/apt,85,2,8,2021-08-28,1.40,1,178,8,
45256159,Fern & Juniper farm by the sea,360104100,Julia,Salt Spring Island,Salt Spring Island,48.90385,-123.521,Entire home/apt,270,2,29,2021-07-30,14.50,1,338,26,
45260725,Quiet room that includes a trundle bed,202155238,Anna,Langford,Langford,48.44346,-123.53549,Private room,89,1,0,,,1,0,0,
45262629,A Peaceful stay in Brentwood Bay,32614142,Elite Vacation Homes,Central Saanich,Central Saanich,48.57293,-123.45985,Entire home/apt,349,3,4,2021-09-12,1.35,42,300,4,
45263209,Victoria Island - 2 Bedroom Suite (WorldMark),310205812,Kaela,Victoria,James Bay,48.42191,-123.38071,Private room,375,2,1,2021-09-12,1,3,112,1,
45273373,"Ocean Front Boutique Studio - ""OShaun Aire""",365827987,Shauna,Juan de Fuca,Juan de Fuca,48.37941,-123.91701,Entire home/apt,282,2,26,2021-09-07,2.55,1,56,26,
45277348,North Saanich Cozy Garden Suite,17577532,Liz,North Saanich,North Saanich,48.69097,-123.44627,Entire home/apt,87,2,12,2021-03-30,1.02,1,153,12,
45277385,Brand New Executive Condo Downtown Victoria,9153672,Co-Hosts,Victoria,Downtown,48.43009,-123.37003,Entire home/apt,123,1,6,2021-08-31,0.65,37,148,6,
45291888,Adorable House next to Fisherman’s Wharf and Ocean,26995756,Christopher,Victoria,James Bay,48.42085,-123.38109,Entire home/apt,250,2,0,,,2,0,0,
45301580,Summer's Forest Cottage Retreat,54433213,Jason,Saanich,Saanich,48.5411,-123.42802,Entire home/apt,125,2,28,2021-09-27,10.24,1,133,28,
45328125,Superior queen room #1,342141337,Steven,Victoria,Rockland,48.42197,-123.34503,Private room,162,1,3,2021-06-30,0.27,15,269,3,
45328414,Superior queen room#3,342141337,Steven,Victoria,Rockland,48.42174,-123.34541,Private room,162,1,5,2021-08-08,0.40,15,337,3,
45328483,Superior queen room #4,342141337,Steven,Victoria,Rockland,48.42376,-123.34382,Private room,162,1,3,2021-09-14,0.24,15,333,2,
45328530,Superior queen room#5,342141337,Steven,Victoria,Rockland,48.42366,-123.34521,Private room,162,1,1,2020-09-27,0.08,15,337,0,
45328585,Superior queen room #6,342141337,Steven,Victoria,Rockland,48.42176,-123.34517,Private room,162,1,9,2021-08-20,0.70,15,346,6,
45328632,Restful Private Room,92066588,Evan,Central Saanich,Central Saanich,48.584,-123.41578,Private room,48,1,92,2021-09-13,38.87,1,161,86,
45328636,Superior queen room #7,342141337,Steven,Victoria,Rockland,48.4233,-123.34345,Private room,162,1,2,2020-10-25,0.16,15,336,1,
45330073,Ocean Front Retreat with Stunning Water Views,347152128,Ruzhdi,Juan de Fuca,Juan de Fuca,48.57625,-123.48311,Entire home/apt,173,2,60,2021-09-27,4.79,2,61,58,
45345348,Superior queen room #8,342141337,Steven,Victoria,Rockland,48.42228,-123.34514,Private room,147,1,18,2021-08-25,1.40,15,344,15,
45349299,Salish Sights,128753976,Kelly,Victoria,Downtown,48.42367,-123.3661,Entire home/apt,295,2,3,2021-09-06,1.02,1,131,3,
